GO_Name,Mean_Stationary_Probability
SPC_MPOLY,0.160893
TPC_MNUF,0.118325
TPC_NONE,0.114653
SPC_MNUF,0.139288
UC_MPOLY,0.078816
TPC_MPOLY,0.131265
UC_NONE,0.063408
SPC_NONE,0.124790
UC_MNUF,0.068221
SBX_MNUF,0.000000
SBX_MPOLY,0.000000
SBX_NONE,0.000341
