Operator,Count
TPC_NONE,8
SPC_NONE,16
TPC_MPOLY,10
SPC_MPOLY,21
SPC_MNUF,24
TPC_MNUF,10
UC_MNUF,6
UC_MPOLY,3
UC_NONE,2
