Operator,Count
SPC_MPOLY,545
SPC_MNUF,474
SPC_NONE,406
TPC_MPOLY,371
TPC_MNUF,341
TPC_NONE,320
UC_MPOLY,188
UC_MNUF,186
UC_NONE,168
SBX_MNUF,1
