Operator,Count
SPC_MNUF,22
SPC_MPOLY,24
TPC_MNUF,9
UC_MNUF,7
SPC_NONE,14
TPC_MPOLY,9
TPC_NONE,7
UC_NONE,6
UC_MPOLY,2
