State,Stationary_Probability
SPC_MPOLY,0.253086
SBX_MPOLY,0.241063
UC_MPOLY,0.198067
TPC_MPOLY,0.124306
NONE_MPOLY,0.073422
SBX_NONE,0.032405
SBX_MNUF,0.020469
NONE_MNUF,0.020168
UC_MNUF,0.013445
SPC_MNUF,0.013445
UC_NONE,0.010123
SPC_NONE,0.000000
TPC_MNUF,0.000000
TPC_NONE,0.000000
