State,Stationary_Probability
SBX_MPOLY,0.292502
TPC_MPOLY,0.112653
UC_MNUF,0.081161
TPC_MNUF,0.078827
UC_MPOLY,0.072281
SPC_MPOLY,0.071902
NONE_MPOLY,0.070388
SBX_MNUF,0.061043
SPC_MNUF,0.057679
SBX_NONE,0.040803
NONE_MNUF,0.030893
TPC_NONE,0.019669
SPC_NONE,0.010201
UC_NONE,0.000000
