State,SPC_MNUF,SPC_MPOLY,SPC_NONE,TPC_MNUF,TPC_MPOLY
SPC_MNUF,7,5,3,2,5
SPC_MPOLY,3,2,7,6,4
SPC_NONE,5,3,4,3,2
TPC_MNUF,4,9,1,6,2
TPC_MPOLY,3,3,2,5,3
