State,SPC_MNUF,SPC_MPOLY,SPC_NONE,TPC_MNUF,TPC_MPOLY
SPC_MNUF,6,4,0,4,4
SPC_MPOLY,2,7,3,8,4
SPC_NONE,4,3,1,1,3
TPC_MNUF,4,8,5,7,5
TPC_MPOLY,2,2,3,8,1
