State,SPC_MNUF,SPC_MPOLY,SPC_NONE,TPC_MNUF,TPC_MPOLY
SPC_MNUF,5,6,11,1,3
SPC_MPOLY,8,5,2,4,5
SPC_NONE,5,3,1,4,6
TPC_MNUF,1,4,1,0,2
TPC_MPOLY,7,6,4,0,5
