State,SPC_MNUF,SPC_MPOLY,SPC_NONE,TPC_MNUF,TPC_MPOLY
SPC_MNUF,5,8,5,5,4
SPC_MPOLY,10,14,7,4,2
SPC_NONE,5,5,3,2,1
TPC_MNUF,5,5,0,1,1
TPC_MPOLY,2,4,1,0,0
