State,SPC_MNUF,SPC_MPOLY,SPC_NONE,TPC_MNUF,TPC_MPOLY
SPC_MNUF,6,2,7,7,1
SPC_MPOLY,4,3,6,2,6
SPC_NONE,4,5,2,6,5
TPC_MNUF,5,7,3,1,2
TPC_MPOLY,3,4,5,2,1
