GO_Name,Mean_Stationary_Probability
TPC_NONE,0.163877
UC_NONE,0.201134
SPC_NONE,0.140291
UC_MPOLY,0.073321
SPC_MPOLY,0.085400
SBX_MPOLY,0.055014
TPC_MPOLY,0.087415
NONE_MPOLY,0.022226
TPC_MNUF,0.017714
SBX_MNUF,0.009154
SPC_MNUF,0.013737
NONE_MNUF,0.004364
SBX_NONE,0.005541
UC_MNUF,0.054147
