Operator,Count
SPC_NONE,17
SPC_MNUF,18
UC_MPOLY,4
TPC_MNUF,9
TPC_NONE,13
SPC_MPOLY,22
UC_MNUF,3
TPC_MPOLY,11
UC_NONE,3
