Operator,Count
SPC_MPOLY,584
SPC_MNUF,449
SPC_NONE,443
TPC_MPOLY,405
TPC_NONE,381
TPC_MNUF,357
UC_NONE,146
UC_MPOLY,119
UC_MNUF,116
