Operator,Count
SPC_NONE,10
TPC_MPOLY,16
UC_NONE,6
UC_MPOLY,7
TPC_MNUF,16
TPC_NONE,14
SPC_MNUF,12
SPC_MPOLY,18
UC_MNUF,1
