State,Stationary_Probability
SBX_MPOLY,0.785714
SBX_MNUF,0.112245
TPC_MPOLY,0.040816
UC_MPOLY,0.030612
SPC_MPOLY,0.020408
NONE_MPOLY,0.010204
NONE_MNUF,0.000000
SPC_MNUF,0.000000
TPC_MNUF,0.000000
UC_MNUF,0.000000
