State,Stationary_Probability
SBX_MPOLY,0.680432
SBX_MNUF,0.138362
NONE_MPOLY,0.050766
TPC_MPOLY,0.049273
SPC_MPOLY,0.041238
UC_MPOLY,0.039930
NONE_MNUF,0.000000
SPC_MNUF,0.000000
TPC_MNUF,0.000000
UC_MNUF,0.000000
