CROSS,SPC_MNUF,SPC_MPOLY,SPC_NONE,TPC_MNUF,TPC_MPOLY,TPC_NONE,UC_MNUF,UC_MPOLY,UC_NONE
SPC_MNUF,0.184644,0.223035,0.191956,0.091408,0.111517,0.109689,0.027422,0.032907,0.027422
SPC_MPOLY,0.192810,0.225490,0.169935,0.104575,0.101307,0.094771,0.040850,0.044118,0.026144
SPC_NONE,0.222222,0.254902,0.150327,0.100218,0.091503,0.093682,0.021786,0.037037,0.028322
TPC_MNUF,0.168639,0.142012,0.130178,0.133136,0.156805,0.127219,0.035503,0.065089,0.041420
TPC_MPOLY,0.166213,0.190736,0.128065,0.108992,0.179837,0.119891,0.035422,0.046322,0.024523
TPC_NONE,0.149206,0.206349,0.133333,0.136508,0.146032,0.098413,0.044444,0.044444,0.041270
UC_MNUF,0.155340,0.203883,0.155340,0.174757,0.087379,0.116505,0.048544,0.038835,0.019417
UC_MPOLY,0.173228,0.165354,0.125984,0.149606,0.102362,0.141732,0.023622,0.031496,0.086614
UC_NONE,0.176471,0.137255,0.156863,0.137255,0.147059,0.088235,0.049020,0.049020,0.058824
