State,Stationary_Probability
UC_NONE,0.256968
TPC_NONE,0.151952
SPC_MPOLY,0.132813
TPC_MPOLY,0.122432
SPC_NONE,0.101278
UC_MPOLY,0.071218
SBX_MPOLY,0.066871
SPC_MNUF,0.037003
NONE_MPOLY,0.020481
TPC_MNUF,0.018502
UC_MNUF,0.010279
SBX_MNUF,0.010203
NONE_MNUF,0.000000
SBX_NONE,0.000000
