State,Stationary_Probability
SPC_NONE,0.184231
TPC_NONE,0.154094
SPC_MPOLY,0.153842
UC_NONE,0.146369
TPC_MPOLY,0.133451
UC_MPOLY,0.111934
NONE_MPOLY,0.030667
SBX_MPOLY,0.028670
UC_MNUF,0.019980
SPC_MNUF,0.016249
SBX_MNUF,0.010256
TPC_MNUF,0.010256
NONE_MNUF,0.000000
SBX_NONE,0.000000
