State,Stationary_Probability
UC_NONE,0.199860
TPC_NONE,0.193066
UC_MPOLY,0.152998
SPC_NONE,0.143873
TPC_MPOLY,0.086392
SBX_MPOLY,0.051352
SPC_MPOLY,0.050536
NONE_MPOLY,0.040823
SBX_MNUF,0.020833
SBX_NONE,0.019592
SPC_MNUF,0.010277
UC_MNUF,0.010206
NONE_MNUF,0.010200
TPC_MNUF,0.009993
