State,Stationary_Probability
UC_NONE,0.224490
SPC_MPOLY,0.153061
TPC_NONE,0.132653
TPC_MPOLY,0.102041
UC_MPOLY,0.102041
SBX_MPOLY,0.081633
SPC_NONE,0.071429
TPC_MNUF,0.061224
SBX_NONE,0.030612
SPC_MNUF,0.020408
NONE_MPOLY,0.010204
UC_MNUF,0.010204
NONE_MNUF,0.000000
SBX_MNUF,0.000000
