State,Stationary_Probability
SPC_MPOLY,0.216520
TPC_MPOLY,0.179917
UC_MPOLY,0.172005
SBX_MPOLY,0.162524
UC_MNUF,0.071940
NONE_MPOLY,0.058886
SBX_MNUF,0.041396
SPC_MNUF,0.038280
TPC_MNUF,0.037787
SBX_NONE,0.020746
NONE_MNUF,0.000000
SPC_NONE,0.000000
TPC_NONE,0.000000
UC_NONE,0.000000
