State,Stationary_Probability
SBX_MPOLY,0.235967
SBX_MNUF,0.220129
SPC_MNUF,0.127881
UC_MNUF,0.124721
TPC_MNUF,0.122519
UC_MPOLY,0.060254
TPC_MPOLY,0.035722
SPC_MPOLY,0.032177
NONE_MPOLY,0.020399
NONE_MNUF,0.020230
SBX_NONE,0.000000
SPC_NONE,0.000000
TPC_NONE,0.000000
UC_NONE,0.000000
