State,Stationary_Probability
SBX_MPOLY,0.423165
SPC_MPOLY,0.198704
TPC_MPOLY,0.145465
UC_MPOLY,0.061526
SBX_MNUF,0.061493
UC_MNUF,0.046323
NONE_MPOLY,0.030302
SPC_MNUF,0.024767
TPC_MNUF,0.008256
NONE_MNUF,0.000000
SBX_NONE,0.000000
SPC_NONE,0.000000
TPC_NONE,0.000000
UC_NONE,0.000000
