State,Stationary_Probability
SBX_MPOLY,0.285424
UC_MPOLY,0.163663
TPC_MPOLY,0.161171
SPC_MPOLY,0.133580
TPC_MNUF,0.056693
SBX_MNUF,0.051201
NONE_MPOLY,0.050834
UC_MNUF,0.048917
SPC_MNUF,0.048518
NONE_MNUF,0.000000
SBX_NONE,0.000000
SPC_NONE,0.000000
TPC_NONE,0.000000
UC_NONE,0.000000
