GO_Name,Mean_Stationary_Probability
SBX_MPOLY,0.337309
SPC_MPOLY,0.111368
SBX_MNUF,0.089875
UC_MPOLY,0.093475
TPC_MPOLY,0.099774
TPC_MNUF,0.037654
NONE_MPOLY,0.040876
SPC_MNUF,0.044660
UC_MNUF,0.036337
UC_NONE,0.010951
TPC_NONE,0.006062
SBX_NONE,0.066041
NONE_MNUF,0.019893
SPC_NONE,0.005724
