GO_Name,Mean_Stationary_Probability
NONE_MNUF,0.163223
SBX_MNUF,0.149542
UC_MNUF,0.129656
TPC_MNUF,0.133600
SPC_MNUF,0.132985
NONE_MPOLY,0.023728
SBX_MPOLY,0.020349
SBX_NONE,0.094623
SPC_MPOLY,0.014651
TPC_MPOLY,0.014600
SPC_NONE,0.003130
TPC_NONE,0.003154
UC_MPOLY,0.012684
UC_NONE,0.004077
