GO_Name,Mean_Stationary_Probability
SBX_MPOLY,0.701875
SBX_MNUF,0.282361
NONE_MPOLY,0.005275
TPC_MPOLY,0.003724
NONE_MNUF,0.000000
SPC_MNUF,0.000000
SPC_MPOLY,0.002364
TPC_MNUF,0.000000
UC_MNUF,0.000000
UC_MPOLY,0.004401
