Operator,Count
SBX_MPOLY,390
TPC_MNUF,302
SPC_MNUF,284
SBX_MNUF,279
UC_MNUF,276
NONE_MPOLY,259
UC_MPOLY,254
SPC_MPOLY,241
TPC_MPOLY,222
NONE_MNUF,208
SBX_NONE,197
UC_NONE,38
TPC_NONE,35
SPC_NONE,15
