GO_Name,Mean_Stationary_Probability
UC_NONE,0.245372
TPC_NONE,0.216516
SPC_NONE,0.203163
TPC_MPOLY,0.033401
UC_MPOLY,0.036773
SPC_MPOLY,0.040627
TPC_MNUF,0.018606
NONE_MNUF,0.002022
NONE_MPOLY,0.006523
SBX_MNUF,0.002844
SBX_MPOLY,0.016917
SBX_NONE,0.018536
SPC_MNUF,0.011389
UC_MNUF,0.013982
