GO_Name,Mean_Stationary_Probability
TPC_MPOLY,0.130857
TPC_NONE,0.108541
SPC_NONE,0.155402
SPC_MPOLY,0.185410
SPC_MNUF,0.152243
TPC_MNUF,0.115637
UC_MNUF,0.044717
UC_MPOLY,0.054972
UC_NONE,0.052220
SBX_MNUF,0.000000
SBX_MPOLY,0.000000
SBX_NONE,0.000000
