exec,generation,operator,is_pareto,is_selected,f0,f1,f2
22,1,SPC_MPAR,0,0,-0.5303221561779691,3094667692.0,5108388.0
22,1,SPC_MSWAP,0,0,-0.5215831019551812,1566370220.0,2844836.0
22,1,SPC_NONE,0,0,-0.5379563099692157,1230164204.0,4240420.0
22,1,TPC_MPAR,1,1,-0.5411876387725982,523733996.0,3488804.0
22,1,TPC_MSWAP,0,0,-0.5331295632413204,1479143020.0,5163812.0
22,1,TPC_NONE,1,0,-0.5503093503340639,1080540588.0,3292836.0
22,1,UC_MPAR,0,0,-0.529309182818702,2207835948.0,4173732.0
22,1,UC_MSWAP,1,0,-0.5545272245470099,273746348.0,3832484.0
22,1,UC_NONE,1,0,-0.5248593471215215,905402220.0,2100004.0
22,1,NONE_MPAR,1,0,-0.5590161692971268,1075433836.0,5352740.0
22,1,NONE_MSWAP,1,0,-0.5476423991620363,764648172.0,2149924.0
22,1,NONE_NONE,0,0,-0.5386621503366799,537037996.0,4958372.0
22,2,SPC_MPAR,0,0,-0.521837425639419,1429364012.0,3652516.0
22,2,SPC_MSWAP,1,1,-0.546134464634149,1563006700.0,8484388.0
22,2,SPC_NONE,1,0,-0.5207032798231601,1537360876.0,3175972.0
22,2,TPC_MPAR,1,0,-0.5445191959466867,555628396.0,3828004.0
22,2,TPC_MSWAP,0,0,-0.5306429616181761,2949907116.0,3801252.0
22,2,TPC_NONE,0,0,-0.5260934739461954,1313469740.0,6212516.0
22,2,UC_MPAR,1,0,-0.5284143065641449,1205103468.0,3492644.0
22,2,UC_MSWAP,0,0,-0.531319114385138,1123265708.0,4014244.0
22,2,UC_NONE,1,0,-0.539750183557336,642320812.0,3619492.0
22,2,NONE_MPAR,0,0,-0.5416177800883957,587702444.0,4107428.0
22,2,NONE_MSWAP,1,0,-0.5158798475255096,536451884.0,2064292.0
22,2,NONE_NONE,0,0,-0.5338254465518082,2685253420.0,4003748.0
22,3,SPC_MPAR,0,0,-0.5409293832232536,1255641900.0,4881828.0
22,3,SPC_MSWAP,1,1,-0.5491695685488636,1540524076.0,3170724.0
22,3,SPC_NONE,1,0,-0.522131520052286,281527276.0,2539556.0
22,3,TPC_MPAR,0,0,-0.5350382676792399,866819372.0,3107748.0
22,3,TPC_MSWAP,0,0,-0.5229529851961121,3755967724.0,9249316.0
22,3,TPC_NONE,1,0,-0.5265323549872443,432650988.0,2340388.0
22,3,UC_MPAR,1,0,-0.5494042762543692,2574595180.0,4254500.0
22,3,UC_MSWAP,0,0,-0.5405272857433642,2241584876.0,5038628.0
22,3,UC_NONE,0,0,-0.513285727651309,853624300.0,2622500.0
22,3,NONE_MPAR,0,0,-0.531189274959429,4397635244.0,5554852.0
22,3,NONE_MSWAP,0,0,-0.5243853379747886,468121388.0,3672996.0
22,3,NONE_NONE,1,0,-0.541873873723265,353561644.0,2725284.0
22,4,SPC_MPAR,0,0,-0.5138689104381208,580642796.0,2246692.0
22,4,SPC_MSWAP,1,1,-0.5322999725284203,730096940.0,2695588.0
22,4,SPC_NONE,0,0,-0.524479072773032,1141226924.0,4517540.0
22,4,TPC_MPAR,0,0,-0.5305320835903811,1813624044.0,5531172.0
22,4,TPC_MSWAP,1,0,-0.5279420898631094,439297836.0,1895332.0
22,4,TPC_NONE,0,0,-0.5338353861381387,1342294380.0,4607268.0
22,4,UC_MPAR,0,0,-0.5487457558734339,1387081580.0,6101284.0
22,4,UC_MSWAP,0,0,-0.5427028933226528,3405775468.0,5712676.0
22,4,UC_NONE,1,0,-0.5506697252113728,2232611628.0,4165540.0
22,4,NONE_MPAR,0,0,-0.5297993738996928,2849805868.0,6405540.0
22,4,NONE_MSWAP,1,0,-0.5522707355732138,499386220.0,4232484.0
22,4,NONE_NONE,0,0,-0.542866912652053,2879904748.0,5934116.0
22,5,SPC_MPAR,0,0,-0.5375503509144406,801080172.0,3705636.0
22,5,SPC_MSWAP,0,0,-0.5406107759271668,2143211180.0,5075108.0
22,5,SPC_NONE,1,1,-0.543427700083598,1218583404.0,4798756.0
22,5,TPC_MPAR,0,0,-0.5311106780883544,570049516.0,5148708.0
22,5,TPC_MSWAP,0,0,-0.5360965603751818,1078590572.0,4954404.0
22,5,TPC_NONE,0,0,-0.5176276337294371,1732352684.0,8059044.0
22,5,UC_MPAR,0,0,-0.5355346377299386,1354281196.0,5520932.0
22,5,UC_MSWAP,1,0,-0.5404519140949177,564679532.0,3694884.0
22,5,UC_NONE,0,0,-0.5305058698662055,872306668.0,3033124.0
22,5,NONE_MPAR,1,0,-0.5390717071827978,457761196.0,2992804.0
22,5,NONE_MSWAP,0,0,-0.5286976121806288,1041096684.0,3640356.0
22,5,NONE_NONE,0,0,-0.5320398883251454,1756764780.0,4558628.0
22,6,SPC_MPAR,1,1,-0.5382292520649973,814236588.0,4595364.0
22,6,SPC_MSWAP,0,0,-0.5309389349788983,1973737580.0,8111908.0
22,6,SPC_NONE,0,0,-0.5497069762357356,1183407276.0,5642404.0
22,6,TPC_MPAR,1,0,-0.5487352847048389,796837292.0,6069924.0
22,6,TPC_MSWAP,1,0,-0.5516313212523334,877789292.0,2944804.0
22,6,TPC_NONE,0,0,-0.5477453160531149,1765908460.0,6410276.0
22,6,UC_MPAR,0,0,-0.5398275500284037,2420108268.0,5122084.0
22,6,UC_MSWAP,0,0,-0.5335394234844983,1675461484.0,7783716.0
22,6,UC_NONE,1,0,-0.555848468663479,1509427244.0,3603364.0
22,6,NONE_MPAR,1,0,-0.5534809476915631,1364519468.0,6207908.0
22,6,NONE_MSWAP,0,0,-0.5262584694882905,1851134124.0,3479716.0
22,6,NONE_NONE,1,0,-0.5555965792273879,758435372.0,6550948.0
22,7,SPC_MPAR,1,1,-0.5348370422998648,1260620652.0,2628900.0
22,7,SPC_MSWAP,0,0,-0.5310838527565109,2035380524.0,4005796.0
22,7,SPC_NONE,0,0,-0.5151350771366148,1452953452.0,5661476.0
22,7,TPC_MPAR,0,0,-0.5200564008073305,911351724.0,5067428.0
22,7,TPC_MSWAP,1,0,-0.5371969605527257,776094508.0,4060068.0
22,7,TPC_NONE,1,0,-0.5461047280629241,1851957164.0,7399076.0
22,7,UC_MPAR,1,0,-0.5485554557925847,1329279660.0,8342692.0
22,7,UC_MSWAP,0,0,-0.5180505084467375,729612268.0,6070308.0
22,7,UC_NONE,1,0,-0.5335469172988802,602396652.0,4558884.0
22,7,NONE_MPAR,0,0,-0.5310668799852877,1178049708.0,5034148.0
22,7,NONE_MSWAP,1,0,-0.5344618597177017,740885292.0,2798500.0
22,7,NONE_NONE,0,0,-0.5250955696853854,2204673516.0,3411492.0
22,8,SPC_MPAR,0,0,-0.5354213704338124,1544897708.0,4066980.0
22,8,SPC_MSWAP,0,0,-0.5319226884360349,1040447596.0,6007588.0
22,8,SPC_NONE,1,1,-0.5331690610975539,453313900.0,3673892.0
22,8,TPC_MPAR,0,0,-0.5431997353332788,1491055980.0,5434660.0
22,8,TPC_MSWAP,1,0,-0.5374786467288168,755927532.0,5163044.0
22,8,TPC_NONE,1,0,-0.5450636274878636,765158636.0,3576868.0
22,8,UC_MPAR,1,0,-0.5379548316311045,822459372.0,2641956.0
22,8,UC_MSWAP,0,0,-0.5337305359088278,1914689644.0,5723940.0
22,8,UC_NONE,0,0,-0.5390589624053639,1127874412.0,5919012.0
22,8,NONE_MPAR,1,0,-0.5242536267231365,790998892.0,2821412.0
22,8,NONE_MSWAP,0,0,-0.5335001556852561,944686188.0,2963748.0
22,8,NONE_NONE,1,0,-0.5494861817065684,991071020.0,4736932.0
22,9,SPC_MPAR,0,0,-0.5401679213055296,2845787436.0,7460772.0
22,9,SPC_MSWAP,0,0,-0.5237474028309814,1255520812.0,3049380.0
22,9,SPC_NONE,1,1,-0.5255713964966255,431344876.0,4086308.0
