Operator,Count
NONE_MNUF,22
SBX_MNUF,18
UC_MNUF,15
TPC_MNUF,16
SPC_MNUF,12
SBX_NONE,8
SPC_MPOLY,3
UC_NONE,1
NONE_MPOLY,1
SBX_MPOLY,3
UC_MPOLY,1
