Operator,Count
SBX_NONE,1
UC_NONE,23
TPC_MNUF,2
TPC_MPOLY,11
UC_MPOLY,8
SPC_NONE,22
SBX_MPOLY,5
NONE_MPOLY,2
SPC_MPOLY,9
TPC_NONE,13
SPC_MNUF,3
UC_MNUF,1
