Operator,Count
UC_NONE,547
TPC_NONE,489
SPC_NONE,378
TPC_MPOLY,281
SPC_MPOLY,246
UC_MPOLY,234
SBX_MPOLY,152
NONE_MPOLY,62
TPC_MNUF,60
UC_MNUF,57
SPC_MNUF,51
SBX_MNUF,27
NONE_MNUF,8
SBX_NONE,8
