Operator,Count
SBX_MPOLY,8
SBX_MNUF,1
UC_NONE,19
TPC_MNUF,2
UC_MPOLY,7
SPC_MPOLY,11
TPC_MPOLY,12
SPC_NONE,12
TPC_NONE,24
NONE_MPOLY,1
UC_MNUF,3
