ID,Seed,Execution,Generation,GenCreation,isChild,isMutant,Integer_encoding,Genotype,Crossover_type,Mutation_type,Search_strategy,Epochs,Accuracy_history,Loss_history,Accuracy,Loss,FLOPs,CPU_Sec,Num_Params,P1_idx,P2_idx,P1,P2,Before_Mut,HD_P1,HD_P2,HD_BM,Succ_Crossover,Succ_Mutation,Total_Crossovers,Total_Mutations,Succ_Crossover_ratio,Succ_Mutation_ratio,Was_invalid,arch_status,Penalization,Trained_Completely
SYSX,,1,1,1,FALSE,FALSE,"[1, 1, 0, 2, -1, 0, 1, 2, 1, 2, -1, 1, 1, 2, 0, 2, -1, 1, 5, 2, 0]","[{'INP': 32}, {'CONV': [64, 3]}, {'POOLMAX': [-1, 2]}, {'CONV': [128, 5]}, {'POOLMAX': [-1, 3]}, {'CONV': [128, 3]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [256, 'relu']}, {'DENSE': [10, 'softmax']}]",SPC,MPAR,GA,200,"[0.3921999931335449, 0.3490000069141388, 0.5616999864578247, 0.47119998931884766, 0.6129999756813049, 0.5667999982833862, 0.6252999901771545, 0.5220000147819519, 0.6995999813079834, 0.6297000050544739, 0.6610000133514404, 0.6829000115394592, 0.7444000244140625, 0.6169999837875366, 0.7023000121116638, 0.7243000268936157, 0.7699999809265137, 0.7792999744415283, 0.7383000254631042, 0.7434999942779541, 0.7010999917984009, 0.7454000115394592, 0.7271000146865845, 0.6406000256538391, 0.78329998254776, 0.7360000014305115, 0.7566999793052673, 0.7028999924659729, 0.7815999984741211, 0.7850000262260437, 0.8126999735832214, 0.6909999847412109, 0.7950000166893005, 0.7997999787330627, 0.7078999876976013, 0.7973999977111816, 0.7771000266075134, 0.7415000200271606, 0.784600019454956, 0.803600013256073, 0.6858999729156494, 0.7422999739646912, 0.7634999752044678, 0.5605000257492065, 0.7850000262260437, 0.8112000226974487, 0.817300021648407, 0.8086000084877014, 0.822700023651123, 0.8094000220298767, 0.7915999889373779, 0.8338000178337097, 0.7817000150680542, 0.7465000152587891, 0.7383000254631042, 0.7300000190734863, 0.8044999837875366, 0.7953000068664551, 0.7788000106811523, 0.8011999726295471, 0.751800000667572, 0.8307999968528748, 0.7692000269889832, 0.7771000266075134, 0.84170001745224, 0.7954000234603882, 0.7922999858856201, 0.7840999960899353, 0.7936999797821045, 0.8259000182151794, 0.7893000245094299, 0.8166999816894531, 0.6463000178337097, 0.8259000182151794, 0.7893999814987183, 0.7638999819755554, 0.8177000284194946, 0.8105000257492065, 0.7789999842643738, 0.7860999703407288, 0.8325999975204468, 0.8093000054359436, 0.7982000112533569, 0.7829999923706055, 0.7893999814987183, 0.7958999872207642, 0.7922000288963318, 0.7785000205039978, 0.8108999729156494, 0.824999988079071, 0.8181999921798706, 0.8306000232696533, 0.801800012588501, 0.83160001039505, 0.805899977684021, 0.8370000123977661, 0.815500020980835, 0.823199987411499, 0.8274999856948853, 0.8310999870300293, 0.8116999864578247, 0.8119000196456909, 0.7239000201225281, 0.8342999815940857, 0.8163999915122986, 0.8406000137329102, 0.8134999871253967, 0.7749000191688538, 0.8342999815940857, 0.8230999708175659, 0.8281999826431274, 0.8300999999046326, 0.7983999848365784, 0.8325999975204468, 0.7997000217437744, 0.8467000126838684, 0.777400016784668, 0.8187000155448914, 0.8478999733924866, 0.8385000228881836, 0.8220999836921692, 0.8055999875068665, 0.8327000141143799, 0.8356999754905701, 0.8130000233650208, 0.8147000074386597, 0.810699999332428, 0.8130999803543091, 0.8446999788284302, 0.8246999979019165, 0.7922000288963318, 0.796500027179718, 0.8355000019073486, 0.8216000199317932, 0.8266000151634216, 0.8256999850273132, 0.8208000063896179, 0.8300999999046326, 0.8472999930381775, 0.8294000029563904, 0.7889000177383423, 0.8295000195503235, 0.8364999890327454, 0.7993000149726868, 0.8281999826431274, 0.817799985408783, 0.755299985408783, 0.8447999954223633, 0.8295000195503235, 0.8086000084877014, 0.8209999799728394, 0.8258000016212463, 0.8070999979972839, 0.7875999808311462, 0.8151000142097473, 0.8253999948501587, 0.8399999737739563, 0.8342999815940857, 0.8367999792098999, 0.8450999855995178, 0.8148000240325928, 0.792900025844574, 0.824999988079071, 0.8194000124931335, 0.8463000059127808, 0.8619999885559082, 0.842199981212616, 0.8274999856948853, 0.8439000248908997, 0.8443999886512756, 0.8095999956130981, 0.7935000061988831, 0.835099995136261, 0.847000002861023, 0.8305000066757202, 0.8216000199317932, 0.8137999773025513, 0.8255000114440918, 0.8388000130653381, 0.8181999921798706, 0.8303999900817871, 0.8277999758720398, 0.820900022983551, 0.8411999940872192, 0.8478000164031982, 0.8453999757766724, 0.8238000273704529, 0.8353000283241272, 0.8271999955177307, 0.8568999767303467, 0.7925999760627747, 0.8169000148773193, 0.817300021648407, 0.8202999830245972, 0.8482999801635742, 0.8335000276565552, 0.795199990272522, 0.8356000185012817, 0.8145999908447266, 0.8424999713897705]","[1.8538644313812256, 2.1268839836120605, 1.2164090871810913, 1.594382643699646, 1.0980056524276733, 1.3351930379867554, 1.0720189809799194, 1.4231953620910645, 0.8663213849067688, 1.0813533067703247, 0.9803611040115356, 0.9260735511779785, 0.7334580421447754, 1.197617530822754, 0.856092095375061, 0.8115130066871643, 0.6585454344749451, 0.6436977386474609, 0.7372809648513794, 0.727995753288269, 0.9033269286155701, 0.7384557723999023, 0.7862135171890259, 1.1486411094665527, 0.6206688284873962, 0.762420117855072, 0.7036346793174744, 0.8862162232398987, 0.6401733160018921, 0.6286103129386902, 0.5416334867477417, 0.9875745177268982, 0.6083528995513916, 0.5829997658729553, 0.8719927668571472, 0.5822721719741821, 0.6377183198928833, 0.7440972924232483, 0.6358064413070679, 0.5799386501312256, 0.9725346565246582, 0.7799453735351562, 0.6897435784339905, 1.5628448724746704, 0.6408675312995911, 0.5592910647392273, 0.5414584279060364, 0.5482993125915527, 0.507469117641449, 0.5586614012718201, 0.6098729968070984, 0.4867371618747711, 0.624795138835907, 0.7507303953170776, 0.7953224182128906, 0.8204196095466614, 0.5719111561775208, 0.5977913737297058, 0.6429855823516846, 0.5782231688499451, 0.7335770130157471, 0.4954671859741211, 0.69937664270401, 0.6786037683486938, 0.46118882298469543, 0.5883424282073975, 0.6171843409538269, 0.6401036381721497, 0.609977126121521, 0.5061502456665039, 0.625887393951416, 0.5315279364585876, 1.2948514223098755, 0.49567192792892456, 0.6088506579399109, 0.7184162139892578, 0.5358679890632629, 0.5588946342468262, 0.643173098564148, 0.6128361821174622, 0.48280033469200134, 0.5620346665382385, 0.5872712731361389, 0.6527306437492371, 0.6286154985427856, 0.6037649512290955, 0.6235639452934265, 0.643572986125946, 0.5474624037742615, 0.5206435322761536, 0.5158558487892151, 0.4941324293613434, 0.5645495653152466, 0.49030831456184387, 0.5699723362922668, 0.4805111885070801, 0.5386689901351929, 0.5156278610229492, 0.504626452922821, 0.4956268072128296, 0.5493508577346802, 0.5419167280197144, 0.8430148363113403, 0.4821963310241699, 0.5306795835494995, 0.4720741808414459, 0.5576207041740417, 0.7142839431762695, 0.4851350486278534, 0.5124080181121826, 0.504451334476471, 0.5128112435340881, 0.5948336720466614, 0.49936220049858093, 0.6059228777885437, 0.44414833188056946, 0.6979945302009583, 0.5388924479484558, 0.439235657453537, 0.4702915549278259, 0.5306528210639954, 0.5844916701316833, 0.48888829350471497, 0.46707388758659363, 0.5636330842971802, 0.5537068843841553, 0.5703171491622925, 0.5965361595153809, 0.45707523822784424, 0.5455000400543213, 0.6296588182449341, 0.6082930564880371, 0.47959649562835693, 0.5386564135551453, 0.5152459740638733, 0.5306971073150635, 0.5285588502883911, 0.49879175424575806, 0.4581437408924103, 0.5204482078552246, 0.6400496363639832, 0.5078009963035583, 0.49156489968299866, 0.5994874835014343, 0.5112568736076355, 0.5467753410339355, 0.7544984221458435, 0.45230311155319214, 0.5140632390975952, 0.5657837390899658, 0.5298647880554199, 0.5219230651855469, 0.57246994972229, 0.6532766819000244, 0.5522817969322205, 0.5163882970809937, 0.4700601100921631, 0.48946279287338257, 0.4811020493507385, 0.46190130710601807, 0.5510143041610718, 0.6298570036888123, 0.5252189040184021, 0.532463550567627, 0.4581155776977539, 0.4095875322818756, 0.45952996611595154, 0.5112795233726501, 0.4565957486629486, 0.458402544260025, 0.5700328946113586, 0.6249779462814331, 0.4894666075706482, 0.45801928639411926, 0.49790966510772705, 0.539215087890625, 0.5714191794395447, 0.5271492600440979, 0.4904487729072571, 0.5383556485176086, 0.5079171657562256, 0.5089218616485596, 0.5264564156532288, 0.4831995964050293, 0.45859256386756897, 0.4613175690174103, 0.5136191844940186, 0.4889616072177887, 0.5156638026237488, 0.4201514720916748, 0.6545146703720093, 0.5444263219833374, 0.5446324348449707, 0.5305207371711731, 0.4429739713668823, 0.4908953011035919, 0.6237378120422363, 0.4909217357635498, 0.5508008003234863, 0.45562031865119934]",0.842499971,,,,,,,,,,-1,-1,-1,4,3,10,10,0.4,0.3,FALSE,WORST,0,TRUE
HCMX[M],,1,2,2,TRUE,TRUE,"[1, 1, 1, 1, 0, 0, 1, 0, 1, 2, -1, 0, 1, 0, 0, 1, 0, 0, 5, 3, 0]","[{'INP': 32}, {'CONV': [64, 5]}, {'CONV': [32, 3]}, {'CONV': [32, 5]}, {'POOLMAX': [-1, 2]}, {'CONV': [32, 3]}, {'CONV': [32, 3]}, {'FLATTEN': None}, {'DENSE': [512, 'relu']}, {'DENSE': [10, 'softmax']}]",SPC,MPAR,GA,200,"[0.531000018119812, 0.6628999710083008, 0.5630000233650208, 0.652899980545044, 0.6814000010490417, 0.6930999755859375, 0.7278000116348267, 0.7742999792098999, 0.7328000068664551, 0.7336000204086304, 0.7282999753952026, 0.7297000288963318, 0.755299985408783, 0.741100013256073, 0.7590000033378601, 0.7311000227928162, 0.7774999737739563, 0.7250999808311462, 0.7706000208854675, 0.7598999738693237, 0.7689999938011169, 0.7929999828338623, 0.7843999862670898, 0.7519999742507935, 0.7720999717712402, 0.819100022315979, 0.8037999868392944, 0.8205000162124634, 0.7893000245094299, 0.7833999991416931, 0.791700005531311, 0.8140000104904175, 0.788100004196167, 0.8003000020980835, 0.784600019454956, 0.8216999769210815, 0.8252999782562256, 0.8176000118255615, 0.8252999782562256, 0.8112000226974487, 0.8292999863624573, 0.7950999736785889, 0.8320000171661377, 0.8259000182151794, 0.8355000019073486, 0.8120999932289124, 0.822700023651123, 0.781000018119812, 0.814300000667572, 0.8335000276565552, 0.8352000117301941, 0.8210999965667725, 0.8325999975204468, 0.8210999965667725, 0.8285999894142151, 0.8260999917984009, 0.8396999835968018, 0.8228999972343445, 0.8051000237464905, 0.8335000276565552, 0.8515999913215637, 0.8504999876022339, 0.835099995136261, 0.8269000053405762, 0.8424999713897705, 0.8465999960899353, 0.8188999891281128, 0.8345000147819519, 0.8440999984741211, 0.8521000146865845, 0.8385000228881836, 0.8353000283241272, 0.8478999733924866, 0.8331000208854675, 0.8342000246047974, 0.8288000226020813, 0.840499997138977, 0.8428000211715698, 0.8337000012397766, 0.850600004196167, 0.8504999876022339, 0.8277999758720398, 0.8568999767303467, 0.84170001745224, 0.8328999876976013, 0.8482000231742859, 0.848800003528595, 0.8294000029563904, 0.8392999768257141, 0.8414000272750854, 0.8481000065803528, 0.8169999718666077, 0.8456000089645386, 0.8255000114440918, 0.8544999957084656, 0.8496999740600586, 0.8485000133514404, 0.8438000082969666, 0.819599986076355, 0.8511999845504761, 0.8536999821662903, 0.8532999753952026, 0.8551999926567078, 0.8514999747276306, 0.8479999899864197, 0.8443999886512756, 0.8345000147819519, 0.8600000143051147, 0.8379999995231628, 0.8555999994277954, 0.8418999910354614, 0.8571000099182129, 0.8475000262260437, 0.8381999731063843, 0.859000027179718, 0.8483999967575073, 0.8385999798774719, 0.8583999872207642, 0.8592000007629395, 0.8513000011444092, 0.862500011920929, 0.8464999794960022, 0.8518999814987183, 0.8411999940872192, 0.8540999889373779, 0.8569999933242798, 0.8223999738693237, 0.8532999753952026, 0.8450000286102295, 0.8532000184059143, 0.8410000205039978, 0.8565999865531921, 0.8205999732017517, 0.8575999736785889, 0.8592000007629395, 0.8621000051498413, 0.8529000282287598, 0.8507000207901001, 0.8475000262260437, 0.8420000076293945, 0.8565999865531921, 0.8675000071525574, 0.8533999919891357, 0.8432999849319458, 0.8282999992370605, 0.840499997138977, 0.855400025844574, 0.8429999947547913, 0.864300012588501, 0.8651999831199646, 0.8518000245094299, 0.854200005531311, 0.8560000061988831, 0.8615999817848206, 0.8583999872207642, 0.8460999727249146, 0.8575999736785889, 0.8533999919891357, 0.8654000163078308, 0.8515999913215637, 0.858299970626831, 0.8598999977111816, 0.858299970626831, 0.8626999855041504, 0.8611000180244446, 0.8532000184059143, 0.8550999760627747, 0.8677999973297119, 0.8575999736785889, 0.8679999709129333, 0.8421000242233276, 0.8640000224113464, 0.8654999732971191, 0.8694999814033508, 0.8546000123023987, 0.8492000102996826, 0.848800003528595, 0.8701000213623047, 0.8708999752998352, 0.8603000044822693, 0.8669000267982483, 0.8737999796867371, 0.8657000064849854, 0.8557999730110168, 0.863099992275238, 0.8644999861717224, 0.8593999743461609, 0.8648999929428101, 0.8582000136375427, 0.8639000058174133, 0.85589998960495, 0.8593999743461609, 0.8727999925613403, 0.8639000058174133, 0.8503999710083008, 0.8618999719619751, 0.8619999885559082, 0.8513000011444092, 0.8607000112533569, 0.8729000091552734]","[1.3610026836395264, 0.9652114510536194, 1.46622633934021, 1.0147771835327148, 0.9454237222671509, 0.9503213167190552, 0.803937554359436, 0.6514542698860168, 0.7930323481559753, 0.8281540870666504, 0.8313984274864197, 0.8348443508148193, 0.7164457440376282, 0.7842807173728943, 0.7196036577224731, 0.874646008014679, 0.6703478693962097, 0.8856435418128967, 0.6974841952323914, 0.7638158202171326, 0.6922083497047424, 0.6078754663467407, 0.6681187152862549, 0.8244803547859192, 0.6737210154533386, 0.5397613644599915, 0.6077876687049866, 0.538053035736084, 0.6620814800262451, 0.7086985111236572, 0.663213312625885, 0.5787092447280884, 0.6908984184265137, 0.6284095048904419, 0.68626469373703, 0.5313411951065063, 0.5316035151481628, 0.564982533454895, 0.5514989495277405, 0.5906023979187012, 0.5208781957626343, 0.6584158539772034, 0.5126157999038696, 0.5423374176025391, 0.5036028027534485, 0.5869475603103638, 0.5512730479240417, 0.7200005054473877, 0.5847638249397278, 0.5143340826034546, 0.5095133781433105, 0.5697183012962341, 0.5290104746818542, 0.5737714171409607, 0.5448240041732788, 0.5545169115066528, 0.4911991357803345, 0.5830250978469849, 0.6571317315101624, 0.5203862190246582, 0.4501973092556, 0.4553682506084442, 0.5250197052955627, 0.5539984107017517, 0.4936659634113312, 0.49471035599708557, 0.5903539061546326, 0.5429970026016235, 0.49339112639427185, 0.46254944801330566, 0.5130846500396729, 0.5336448550224304, 0.4965830445289612, 0.5526324510574341, 0.5409457683563232, 0.5735858678817749, 0.5023081302642822, 0.5106768012046814, 0.5434682965278625, 0.46308037638664246, 0.47298163175582886, 0.5715831518173218, 0.4506397843360901, 0.5105722546577454, 0.562525749206543, 0.45877960324287415, 0.4734943211078644, 0.5776954293251038, 0.5097055435180664, 0.5292094945907593, 0.4906079173088074, 0.616020679473877, 0.4767209589481354, 0.5585895776748657, 0.4645594358444214, 0.5010644793510437, 0.4833434224128723, 0.5261729955673218, 0.6249507665634155, 0.4842836856842041, 0.4606465697288513, 0.4784911572933197, 0.46804824471473694, 0.4942585825920105, 0.5012134313583374, 0.5344653129577637, 0.5611810684204102, 0.4540179669857025, 0.5352544784545898, 0.4777016043663025, 0.5209287405014038, 0.4642863869667053, 0.499874085187912, 0.5613675117492676, 0.46681928634643555, 0.49937310814857483, 0.5437296628952026, 0.4514006972312927, 0.464097797870636, 0.47300249338150024, 0.4442303776741028, 0.5064199566841125, 0.4812047481536865, 0.5180447697639465, 0.48982036113739014, 0.4643460512161255, 0.6520372033119202, 0.4866664409637451, 0.5286704301834106, 0.48285606503486633, 0.5383324027061462, 0.47744056582450867, 0.619621753692627, 0.49402523040771484, 0.46791988611221313, 0.46048006415367126, 0.5171920657157898, 0.49909037351608276, 0.529484212398529, 0.5280177593231201, 0.4927309453487396, 0.42776617407798767, 0.4879089891910553, 0.5383153557777405, 0.6080181002616882, 0.5719057321548462, 0.481677383184433, 0.5428579449653625, 0.4558635354042053, 0.4467506408691406, 0.5290793180465698, 0.4995281398296356, 0.47976112365722656, 0.4486261308193207, 0.46697935461997986, 0.5252487063407898, 0.48109671473503113, 0.4920165538787842, 0.45264366269111633, 0.5182098746299744, 0.47638896107673645, 0.451323926448822, 0.4755338430404663, 0.4663349986076355, 0.4756835997104645, 0.5287485122680664, 0.5186229944229126, 0.45998305082321167, 0.4889688491821289, 0.4398040175437927, 0.573985755443573, 0.4628320336341858, 0.4566248059272766, 0.45357903838157654, 0.5014668107032776, 0.5296286940574646, 0.5489000082015991, 0.430391401052475, 0.4485384225845337, 0.4850553274154663, 0.4608832895755768, 0.4321204125881195, 0.46786636114120483, 0.5278953909873962, 0.4638388156890869, 0.4695064425468445, 0.4959172308444977, 0.45163390040397644, 0.5101983547210693, 0.47130298614501953, 0.49139127135276794, 0.5017906427383423, 0.42690473794937134, 0.45976537466049194, 0.5535330772399902, 0.5003712177276611, 0.5001649856567383, 0.5514768958091736, 0.5006417036056519, 0.43030062317848206]",0.872900009,,,,,,,,,"[1, 1, 1, 1, 0, 0, 1, 0, 1, 2, -1, 0, 1, 3, 0, 1, 0, 0, 5, 3, 0]",2,7,1,7,5,20,20,0.35,0.25,FALSE,WORST,0,TRUE
JESQ[M],,1,3,3,TRUE,TRUE,"[1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 0, 1, 2, -1, 0, 5, 2, 0]","[{'INP': 32}, {'CONV': [32, 5]}, {'CONV': [32, 3]}, {'CONV': [32, 5]}, {'CONV': [32, 5]}, {'CONV': [32, 5]}, {'POOLMAX': [-1, 2]}, {'FLATTEN': None}, {'DENSE': [256, 'relu']}, {'DENSE': [10, 'softmax']}]",SPC,MPAR,GA,200,"[0.5666999816894531, 0.6180999875068665, 0.6312000155448914, 0.6244000196456909, 0.6765000224113464, 0.7161999940872192, 0.710099995136261, 0.7573999762535095, 0.7017999887466431, 0.7357000112533569, 0.7530999779701233, 0.7099999785423279, 0.7098000049591064, 0.7912999987602234, 0.7315000295639038, 0.7480000257492065, 0.7110000252723694, 0.7639999985694885, 0.7908999919891357, 0.796999990940094, 0.7685999870300293, 0.7560999989509583, 0.7735000252723694, 0.8123000264167786, 0.7440000176429749, 0.8008999824523926, 0.7121999859809875, 0.788100004196167, 0.7771999835968018, 0.7930999994277954, 0.7645000219345093, 0.7741000056266785, 0.7781000137329102, 0.8202999830245972, 0.7919999957084656, 0.8208000063896179, 0.8043000102043152, 0.8111000061035156, 0.7706000208854675, 0.7972999811172485, 0.7993000149726868, 0.7631999850273132, 0.8263999819755554, 0.7950999736785889, 0.8165000081062317, 0.7768999934196472, 0.7983999848365784, 0.828000009059906, 0.8446999788284302, 0.8490999937057495, 0.8478000164031982, 0.8220000267028809, 0.810699999332428, 0.8440999984741211, 0.8312000036239624, 0.8111000061035156, 0.7993999719619751, 0.8266000151634216, 0.8216000199317932, 0.8276000022888184, 0.8025000095367432, 0.8522999882698059, 0.7936999797821045, 0.8248000144958496, 0.8442999720573425, 0.8288999795913696, 0.8482000231742859, 0.8238000273704529, 0.8288000226020813, 0.8027999997138977, 0.8305000066757202, 0.8044999837875366, 0.8151999711990356, 0.8248999714851379, 0.8203999996185303, 0.8327000141143799, 0.82669997215271, 0.8403000235557556, 0.839900016784668, 0.8345000147819519, 0.8158000111579895, 0.8561999797821045, 0.8307999968528748, 0.8342999815940857, 0.8320000171661377, 0.810699999332428, 0.8185999989509583, 0.8364999890327454, 0.8443999886512756, 0.8483999967575073, 0.8335999846458435, 0.8256999850273132, 0.8499000072479248, 0.8396000266075134, 0.8413000106811523, 0.838699996471405, 0.8199999928474426, 0.8356999754905701, 0.832099974155426, 0.8582000136375427, 0.8575000166893005, 0.8543000221252441, 0.8259000182151794, 0.843999981880188, 0.852400004863739, 0.8327999711036682, 0.8504999876022339, 0.8547000288963318, 0.8222000002861023, 0.8299000263214111, 0.8529999852180481, 0.847100019454956, 0.8337000012397766, 0.8223999738693237, 0.8281999826431274, 0.8555999994277954, 0.8537999987602234, 0.8569999933242798, 0.852400004863739, 0.8553000092506409, 0.8633000254631042, 0.8597000241279602, 0.8614000082015991, 0.8414999842643738, 0.8393999934196472, 0.855400025844574, 0.8266000151634216, 0.8463000059127808, 0.8490999937057495, 0.8521000146865845, 0.8513000011444092, 0.82669997215271, 0.8468000292778015, 0.8557000160217285, 0.8374999761581421, 0.8618000149726868, 0.8608999848365784, 0.8137999773025513, 0.8203999996185303, 0.8580999970436096, 0.8628000020980835, 0.8343999981880188, 0.8489999771118164, 0.8540999889373779, 0.8450000286102295, 0.8435999751091003, 0.8574000000953674, 0.8677999973297119, 0.8305000066757202, 0.8565000295639038, 0.8694999814033508, 0.85589998960495, 0.866100013256073, 0.8690000176429749, 0.8036999702453613, 0.8482000231742859, 0.8478999733924866, 0.8598999977111816, 0.853600025177002, 0.8436999917030334, 0.8425999879837036, 0.853600025177002, 0.8615999817848206, 0.8539999723434448, 0.810699999332428, 0.8511999845504761, 0.8608999848365784, 0.8604999780654907, 0.8640000224113464, 0.8547999858856201, 0.8619999885559082, 0.8499000072479248, 0.8636999726295471, 0.8496999740600586, 0.8269000053405762, 0.8452000021934509, 0.8532000184059143, 0.8598999977111816, 0.8634999990463257, 0.8299999833106995, 0.8348000049591064, 0.8359000086784363, 0.8723000288009644, 0.8651999831199646, 0.8564000129699707, 0.862500011920929, 0.8557999730110168, 0.8579000234603882, 0.8489000201225281, 0.8507999777793884, 0.847000002861023, 0.8672999739646912, 0.8682000041007996, 0.8639000058174133, 0.8537999987602234, 0.8568000197410583, 0.8694999814033508, 0.867900013923645, 0.8621000051498413, 0.8633000254631042]","[1.212217092514038, 1.0867868661880493, 1.0664699077606201, 1.086304783821106, 0.9164426922798157, 0.8146960735321045, 0.8567191362380981, 0.6993298530578613, 0.8875391483306885, 0.7996156811714172, 0.701036810874939, 0.8865749835968018, 0.8999526500701904, 0.6069687604904175, 0.7955946922302246, 0.7373685836791992, 0.8718234300613403, 0.7156392335891724, 0.6154910922050476, 0.6205856800079346, 0.6965709924697876, 0.734663724899292, 0.6813921332359314, 0.5548407435417175, 0.7650582790374756, 0.60098797082901, 0.9301813244819641, 0.6291624307632446, 0.720829963684082, 0.631418764591217, 0.7474724054336548, 0.6957477927207947, 0.6923130750656128, 0.5406708121299744, 0.6249256134033203, 0.5499925017356873, 0.586815595626831, 0.5857439637184143, 0.7268716096878052, 0.6218591928482056, 0.6091007590293884, 0.7595604658126831, 0.5282672643661499, 0.6106120347976685, 0.5539761781692505, 0.7266970276832581, 0.6137943267822266, 0.5033816695213318, 0.4589427709579468, 0.45856165885925293, 0.46324896812438965, 0.5603579878807068, 0.5664342045783997, 0.4801294505596161, 0.5299471020698547, 0.5657504200935364, 0.6440449953079224, 0.5429805517196655, 0.5562224388122559, 0.5192921757698059, 0.6140574812889099, 0.438949853181839, 0.6467245221138, 0.548470675945282, 0.48438334465026855, 0.5250916481018066, 0.4498938024044037, 0.543873131275177, 0.5222638249397278, 0.6305322647094727, 0.5155330896377563, 0.6120809316635132, 0.586523711681366, 0.5444596409797668, 0.5696418881416321, 0.5081970691680908, 0.5499653816223145, 0.4819544553756714, 0.4896794855594635, 0.49975165724754333, 0.5762982964515686, 0.4248533248901367, 0.5342008471488953, 0.5109765529632568, 0.5107502341270447, 0.597470760345459, 0.5648795366287231, 0.5015475749969482, 0.4716731309890747, 0.45025503635406494, 0.5364757180213928, 0.5560163259506226, 0.48144540190696716, 0.5035690665245056, 0.48328423500061035, 0.49828457832336426, 0.5551120042800903, 0.5211774110794067, 0.504786491394043, 0.4337065517902374, 0.4281509220600128, 0.4542488753795624, 0.5524976849555969, 0.4823756814002991, 0.44946372509002686, 0.5065633654594421, 0.44594380259513855, 0.4522993266582489, 0.5495309829711914, 0.5515950918197632, 0.4498180150985718, 0.4863716661930084, 0.5233054757118225, 0.5611369609832764, 0.5407453775405884, 0.42975547909736633, 0.4577964246273041, 0.42343631386756897, 0.45710521936416626, 0.4514755308628082, 0.43025991320610046, 0.4325006306171417, 0.4188123941421509, 0.49371856451034546, 0.49924930930137634, 0.4484822750091553, 0.5769290328025818, 0.4648778438568115, 0.4820774495601654, 0.4581857919692993, 0.46534067392349243, 0.5546334981918335, 0.46741539239883423, 0.44695141911506653, 0.5078884363174438, 0.43740904331207275, 0.4236789047718048, 0.6227877736091614, 0.5930096507072449, 0.430469810962677, 0.42671874165534973, 0.5194824934005737, 0.47419092059135437, 0.43617016077041626, 0.5014758706092834, 0.5103244781494141, 0.4339897930622101, 0.40934690833091736, 0.5712828636169434, 0.44297510385513306, 0.40623602271080017, 0.45432382822036743, 0.4144933521747589, 0.4125991761684418, 0.6426168084144592, 0.4902895987033844, 0.4857967793941498, 0.4392251968383789, 0.4488697648048401, 0.49856606125831604, 0.49411988258361816, 0.45927831530570984, 0.41825899481773376, 0.4594642221927643, 0.6230583190917969, 0.4654374122619629, 0.4353913962841034, 0.427900105714798, 0.43293413519859314, 0.4606586992740631, 0.42630288004875183, 0.47005176544189453, 0.41434234380722046, 0.4993022084236145, 0.5570248365402222, 0.4995407164096832, 0.4682058095932007, 0.4530316889286041, 0.4380532205104828, 0.5847023725509644, 0.5304972529411316, 0.5570242404937744, 0.3944472074508667, 0.41634902358055115, 0.44970789551734924, 0.43124404549598694, 0.44406312704086304, 0.43803006410598755, 0.4773585796356201, 0.47385430335998535, 0.4942011833190918, 0.4120647609233856, 0.4185279905796051, 0.44019579887390137, 0.46118873357772827, 0.4675672948360443, 0.4087923765182495, 0.4092867374420166, 0.4313180148601532, 0.41842973232269287]",0.863300025,,,,,,,,,"[1, 3, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 3, 1, 2, -1, 0, 5, 2, 0]",3,7,3,12,6,30,30,0.4,0.2,FALSE,WORST,0,TRUE
