Operator,Count
UC_NONE,6
SPC_NONE,11
TPC_MNUF,18
SPC_MPOLY,17
TPC_NONE,10
SPC_MNUF,17
TPC_MPOLY,12
UC_MPOLY,3
UC_MNUF,6
