Genetic_operators,Times_Used,Pareto_Appearances
SPC_MPAR,92,92
SPC_MSWAP,6,95
SPC_NONE,0,92
TPC_MPAR,1,90
TPC_MSWAP,0,91
TPC_NONE,0,93
UC_MPAR,1,92
UC_MSWAP,0,88
UC_NONE,0,93
NONE_MPAR,0,92
NONE_MSWAP,0,93
NONE_NONE,0,94
