GO_Name,Mean_Stationary_Probability
SBX_MPOLY,0.767233
SBX_MNUF,0.147584
NONE_MPOLY,0.038815
TPC_MPOLY,0.016411
SPC_MPOLY,0.014361
NONE_MNUF,0.000000
SPC_MNUF,0.000000
TPC_MNUF,0.000000
UC_MNUF,0.000000
UC_MPOLY,0.015596
