GO_Name,Mean_Stationary_Probability
TPC_NONE,0.192019
UC_NONE,0.213441
SPC_NONE,0.170084
SPC_MPOLY,0.042271
SPC_MNUF,0.017609
UC_MPOLY,0.035660
SBX_MPOLY,0.064237
TPC_MPOLY,0.038861
UC_MNUF,0.015363
TPC_MNUF,0.014095
SBX_MNUF,0.014728
NONE_MNUF,0.001922
NONE_MPOLY,0.016456
SBX_NONE,0.029949
