Operator,Count
UC_NONE,630
TPC_NONE,562
SPC_NONE,447
UC_MPOLY,284
TPC_MPOLY,276
SPC_MPOLY,267
SBX_MPOLY,199
NONE_MPOLY,65
TPC_MNUF,64
UC_MNUF,57
SPC_MNUF,56
SBX_MNUF,52
SBX_NONE,27
NONE_MNUF,14
