Operator,Count
SPC_MNUF,3
NONE_MNUF,1
TPC_MNUF,2
SBX_NONE,1
SPC_NONE,23
SBX_MPOLY,3
UC_MPOLY,6
TPC_NONE,20
SPC_MPOLY,10
TPC_MPOLY,9
UC_NONE,22
