Operator,Count
UC_MNUF,1
SPC_MPOLY,9
SPC_NONE,19
SBX_MPOLY,3
UC_MPOLY,14
UC_NONE,19
TPC_NONE,23
TPC_MPOLY,4
NONE_MPOLY,2
SPC_MNUF,2
SBX_MNUF,1
TPC_MNUF,3
