Operator,Count
SPC_MPOLY,1829
SPC_MNUF,1628
SPC_NONE,1452
TPC_MPOLY,1354
TPC_MNUF,1200
TPC_NONE,1104
UC_MPOLY,511
UC_MNUF,500
UC_NONE,422
