Operator,Count
TPC_NONE,10
SPC_NONE,16
TPC_MPOLY,16
TPC_MNUF,12
UC_MNUF,1
SPC_MNUF,23
UC_NONE,4
SPC_MPOLY,17
UC_MPOLY,1
