State,Stationary_Probability
SPC_NONE,0.369421
UC_NONE,0.241001
TPC_NONE,0.192838
SPC_MNUF,0.045848
SPC_MPOLY,0.040715
TPC_MPOLY,0.030262
SBX_MPOLY,0.027254
UC_MNUF,0.025544
UC_MPOLY,0.017075
SBX_NONE,0.010042
NONE_MNUF,0.000000
NONE_MPOLY,0.000000
SBX_MNUF,0.000000
TPC_MNUF,0.000000
