GO_Name,Mean_Stationary_Probability
TPC_NONE,0.244478
UC_NONE,0.234559
SPC_NONE,0.243289
SPC_MNUF,0.013944
SBX_MPOLY,0.022664
UC_MPOLY,0.022657
NONE_MPOLY,0.005703
TPC_MPOLY,0.019022
SBX_NONE,0.016247
NONE_MNUF,0.001006
SBX_MNUF,0.003095
SPC_MPOLY,0.015504
TPC_MNUF,0.044083
UC_MNUF,0.013751
