Operator,Count
SBX_NONE,1414
NONE_MNUF,191
SPC_MNUF,189
TPC_MNUF,182
SBX_MNUF,163
UC_MNUF,160
SBX_MPOLY,130
NONE_MPOLY,118
TPC_MPOLY,105
SPC_MPOLY,98
UC_MPOLY,84
UC_NONE,60
SPC_NONE,54
TPC_NONE,52
