Operator,Count
SBX_MPOLY,7582
SBX_MNUF,1524
NONE_MPOLY,390
UC_MPOLY,173
TPC_MPOLY,165
SPC_MPOLY,160
NONE_MNUF,5
SPC_MNUF,1
