Operator,Count
TPC_MNUF,10
SPC_MNUF,16
SPC_MPOLY,20
UC_NONE,4
UC_MNUF,6
SPC_NONE,10
TPC_MPOLY,11
UC_MPOLY,4
TPC_NONE,19
