State,Stationary_Probability
UC_NONE,0.200287
TPC_MPOLY,0.140473
UC_MPOLY,0.131074
TPC_NONE,0.123803
SPC_MPOLY,0.087672
SBX_MPOLY,0.079274
UC_MNUF,0.076147
SPC_NONE,0.070551
SBX_MNUF,0.030414
TPC_MNUF,0.030180
SPC_MNUF,0.010079
NONE_MPOLY,0.010034
SBX_NONE,0.010014
NONE_MNUF,0.000000
