Operator,Count
NONE_MNUF,138
SBX_MNUF,121
TPC_MNUF,105
UC_MNUF,101
SPC_MNUF,96
SBX_NONE,54
NONE_MPOLY,20
SBX_MPOLY,20
TPC_MPOLY,15
SPC_MPOLY,12
UC_MPOLY,10
TPC_NONE,4
SPC_NONE,3
UC_NONE,1
