GO_Name,Mean_Stationary_Probability
SBX_MPOLY,0.329258
TPC_MPOLY,0.091912
SPC_MPOLY,0.104124
SBX_MNUF,0.097644
UC_MPOLY,0.071277
TPC_MNUF,0.053984
NONE_MPOLY,0.038490
UC_MNUF,0.043200
SBX_NONE,0.048736
NONE_MNUF,0.023375
SPC_NONE,0.002663
SPC_MNUF,0.050738
TPC_NONE,0.005134
UC_NONE,0.006133
