GO_Name,Mean_Stationary_Probability
SBX_MNUF,0.138247
NONE_MNUF,0.143838
UC_MNUF,0.112137
TPC_MNUF,0.113917
SPC_MNUF,0.108180
SBX_NONE,0.068901
SBX_MPOLY,0.017061
UC_MPOLY,0.012011
NONE_MPOLY,0.021073
TPC_NONE,0.002740
TPC_MPOLY,0.045313
UC_NONE,0.003682
SPC_MPOLY,0.010824
SPC_NONE,0.002079
