ID,Seed,Execution,Generation,GenCreation,Progress,isChild,isMutant,Integer_encoding,Binary_encoding,Genotype,Crossover_type,Mutation_type,Search_strategy,Epochs,Accuracy_history,Loss_history,Accuracy,Top1,Top5,Loss,FLOPs,Num_Params,SizeMB,P1_idx,P2_idx,P1,P2,Before_Mut,HV,dHV,HD_P1,HD_P2,HD_BM,HD_PB,NFHT,Succ_Crossover,Succ_Mutation,Total_Crossovers,Total_Mutations,Succ_Crossover_ratio,Succ_Mutation_ratio,arch_status,Trained_Completely,Has_CM,Confusion_matrix,cm_accuracy,cm_precision_macro,cm_recall_macro,cm_f1_macro,Ranking,NSGA2,HHSE,Objectives,RAM,Improved,Chosen_operator
BVBRTV[M],68315,21,30,16,1,TRUE,TRUE,"[20, 20, 4, 38, 47, 7, 38, 39]",[],"[{'INP': 32}, {'CONV': [64, 3]}, ({'CONV': [64, 3]}, {'CONV': [128, 3]}), ({'CONV': [64, 3]}, {'CONV': [128, 3]}, {'POOLMAX': [-1, 2]}), ({'CONV': [32, 3]}, {'CONV': [128, 3]}), ({'CONV': [128, 3]}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 2]}), ({'CONV': [128, 5]}, {'CONV': [256, 5]}), ({'CONV': [32, 3]}, {'CONV': [256, 5]}, {'POOLMAX': [-1, 2]}), ({'CONV': [128, 3]}, {'CONV': [256, 3]}), ({'CONV': [128, 3]}, {'CONV': [256, 5]}, {'POOLMAX': [-1, 2]}), {'GLOBAL_AVG': None}, {'LAST_DENSE': [100, 'softmax']}]",HHSE,NSGA2,GA,,,,0.725643637,,,,1100342272,4432164,,,,,,"[20, 20, 4, 38, 47, 7, 38, 39]",0.794889505,-0.138411044,0.125,0.25,0,0,0.533333333,,,,,0,0,BEST,FALSE,FALSE,,,,,,,1,1,,42.6,NONE,UC_MSWAP
BTTQZG,22015,22,30,18,1,TRUE,FALSE,"[20, 20, 4, 38, 22, 22, 38, 22]",[],"[{'INP': 32}, {'CONV': [64, 3]}, ({'CONV': [64, 3]}, {'CONV': [128, 3]}), ({'CONV': [64, 3]}, {'CONV': [128, 3]}, {'POOLMAX': [-1, 2]}), ({'CONV': [32, 3]}, {'CONV': [128, 3]}), ({'CONV': [128, 3]}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 2]}), ({'CONV': [64, 3]}, {'CONV': [256, 3]}), ({'CONV': [64, 3]}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 2]}), ({'CONV': [128, 3]}, {'CONV': [256, 3]}), ({'CONV': [64, 3]}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 2]}), {'GLOBAL_AVG': None}, {'LAST_DENSE': [100, 'softmax']}]",HHSE,NSGA2,GA,,,,0.718873872,,,,904243200,2285476,,,,,,,0.830645964,-0.06037418,0.75,0.125,0,0,0.6,,,,,0,0,BEST,FALSE,FALSE,,,,,,,1,1,,42.5,NONE,SPC_MSWAP
BPJGGA[M],42091,23,30,9,1,TRUE,TRUE,"[14, 20, 4, 22, 22, 6, 38, 23]",[],"[{'INP': 32}, {'CONV': [64, 3]}, ({'CONV': [32, 5]}, {'CONV': [256, 3]}), ({'CONV': [64, 3]}, {'CONV': [128, 3]}, {'POOLMAX': [-1, 2]}), ({'CONV': [32, 3]}, {'CONV': [128, 3]}), ({'CONV': [64, 3]}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 2]}), ({'CONV': [64, 3]}, {'CONV': [256, 3]}), ({'CONV': [32, 3]}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 2]}), ({'CONV': [128, 3]}, {'CONV': [256, 3]}), ({'CONV': [64, 3]}, {'CONV': [256, 5]}, {'POOLMAX': [-1, 2]}), {'GLOBAL_AVG': None}, {'LAST_DENSE': [100, 'softmax']}]",HHSE,NSGA2,GA,,,,0.7255858,,,,961265664,2267044,,,,,,"[14, 20, 4, 22, 22, 6, 38, 23]",0.716145804,-0.119749363,0.5,0.125,0,0,0.3,,,,,0,0,BEST,FALSE,FALSE,,,,,,,1,1,,42.8,NONE,SPC_MSWAP
BATQLT[M],34634,24,30,13,1,TRUE,TRUE,"[14, 20, 4, 22, 22, 6, 38, 23]",[],"[{'INP': 32}, {'CONV': [64, 3]}, ({'CONV': [32, 5]}, {'CONV': [256, 3]}), ({'CONV': [64, 3]}, {'CONV': [128, 3]}, {'POOLMAX': [-1, 2]}), ({'CONV': [32, 3]}, {'CONV': [128, 3]}), ({'CONV': [64, 3]}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 2]}), ({'CONV': [64, 3]}, {'CONV': [256, 3]}), ({'CONV': [32, 3]}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 2]}), ({'CONV': [128, 3]}, {'CONV': [256, 3]}), ({'CONV': [64, 3]}, {'CONV': [256, 5]}, {'POOLMAX': [-1, 2]}), {'GLOBAL_AVG': None}, {'LAST_DENSE': [100, 'softmax']}]",HHSE,NSGA2,GA,,,,0.7255858,,,,961265664,2267044,,,,,,"[14, 20, 4, 22, 22, 6, 38, 23]",0.810161749,-0.102161152,0.125,0.125,0,0,0.433333333,,,,,0,0,BEST,FALSE,FALSE,,,,,,,1,1,,43,NONE,UC_MSWAP
BOJXIH[M],97862,25,30,12,1,TRUE,TRUE,"[14, 20, 4, 38, 39, 47, 49, 22]",[],"[{'INP': 32}, {'CONV': [64, 3]}, ({'CONV': [32, 5]}, {'CONV': [256, 3]}), ({'CONV': [64, 3]}, {'CONV': [128, 3]}, {'POOLMAX': [-1, 2]}), ({'CONV': [32, 3]}, {'CONV': [128, 3]}), ({'CONV': [128, 3]}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 2]}), ({'CONV': [128, 3]}, {'CONV': [256, 5]}), ({'CONV': [128, 5]}, {'CONV': [256, 5]}, {'POOLMAX': [-1, 2]}), ({'CONV': [256, 3]}, {'CONV': [32, 5]}), ({'CONV': [64, 3]}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 2]}), {'GLOBAL_AVG': None}, {'LAST_DENSE': [100, 'softmax']}]",HHSE,NSGA2,GA,,,,0.722133575,,,,1364371968,4612516,,,,,,"[14, 20, 4, 38, 39, 47, 49, 22]",0.873091807,-0.046333282,0.125,0.75,0,0,0.4,,,,,0,0,BEST,FALSE,FALSE,,,,,,,1,1,,43.5,NONE,TPC_MSWAP
BUAIKP[M],30785,26,30,26,1,TRUE,TRUE,"[14, 20, 4, 22, 22, 6, 38, 23]",[],"[{'INP': 32}, {'CONV': [64, 3]}, ({'CONV': [32, 5]}, {'CONV': [256, 3]}), ({'CONV': [64, 3]}, {'CONV': [128, 3]}, {'POOLMAX': [-1, 2]}), ({'CONV': [32, 3]}, {'CONV': [128, 3]}), ({'CONV': [64, 3]}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 2]}), ({'CONV': [64, 3]}, {'CONV': [256, 3]}), ({'CONV': [32, 3]}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 2]}), ({'CONV': [128, 3]}, {'CONV': [256, 3]}), ({'CONV': [64, 3]}, {'CONV': [256, 5]}, {'POOLMAX': [-1, 2]}), {'GLOBAL_AVG': None}, {'LAST_DENSE': [100, 'softmax']}]",HHSE,NSGA2,GA,,,,0.7255858,,,,961265664,2267044,,,,,,"[14, 20, 4, 22, 22, 6, 38, 22]",0.787276006,-0.154645232,0.125,0.375,0.125,0,0.866666667,,,,,0,0,BEST,FALSE,FALSE,,,,,,,1,1,,44.5,NONE,UC_MSWAP
BOEOHB[M],9104,27,30,27,1,TRUE,TRUE,"[14, 20, 4, 22, 46, 6, 22, 23]",[],"[{'INP': 32}, {'CONV': [64, 3]}, ({'CONV': [32, 5]}, {'CONV': [256, 3]}), ({'CONV': [64, 3]}, {'CONV': [128, 3]}, {'POOLMAX': [-1, 2]}), ({'CONV': [32, 3]}, {'CONV': [128, 3]}), ({'CONV': [64, 3]}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 2]}), ({'CONV': [128, 5]}, {'CONV': [256, 3]}), ({'CONV': [32, 3]}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 2]}), ({'CONV': [64, 3]}, {'CONV': [256, 3]}), ({'CONV': [64, 3]}, {'CONV': [256, 5]}, {'POOLMAX': [-1, 2]}), {'GLOBAL_AVG': None}, {'LAST_DENSE': [100, 'softmax']}]",HHSE,NSGA2,GA,,,,0.722780014,,,,1056701440,2791332,,,,,,"[14, 20, 4, 22, 46, 6, 22, 23]",0.801633436,-0.102736249,0.125,0.5,0,0,0.9,,,,,0,0,BEST,FALSE,FALSE,,,,,,,1,1,,44.2,NONE,TPC_MSWAP
BDWLYN,13377,28,30,16,1,TRUE,FALSE,"[20, 20, 4, 38, 46, 7, 38, 22]",[],"[{'INP': 32}, {'CONV': [64, 3]}, ({'CONV': [64, 3]}, {'CONV': [128, 3]}), ({'CONV': [64, 3]}, {'CONV': [128, 3]}, {'POOLMAX': [-1, 2]}), ({'CONV': [32, 3]}, {'CONV': [128, 3]}), ({'CONV': [128, 3]}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 2]}), ({'CONV': [128, 5]}, {'CONV': [256, 3]}), ({'CONV': [32, 3]}, {'CONV': [256, 5]}, {'POOLMAX': [-1, 2]}), ({'CONV': [128, 3]}, {'CONV': [256, 3]}), ({'CONV': [64, 3]}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 2]}), {'GLOBAL_AVG': None}, {'LAST_DENSE': [100, 'softmax']}]",HHSE,NSGA2,GA,,,,0.721961089,,,,1007013888,3088420,,,,,,,0.853691637,-0.039490608,0.25,0.375,0,0,0.533333333,,,,,0,0,BEST,FALSE,FALSE,,,,,,,1,1,,44.2,NONE,SPC_MSWAP
BLLJXW[M],65160,29,30,22,1,TRUE,TRUE,"[14, 20, 4, 38, 22, 22, 38, 39]",[],"[{'INP': 32}, {'CONV': [64, 3]}, ({'CONV': [32, 5]}, {'CONV': [256, 3]}), ({'CONV': [64, 3]}, {'CONV': [128, 3]}, {'POOLMAX': [-1, 2]}), ({'CONV': [32, 3]}, {'CONV': [128, 3]}), ({'CONV': [128, 3]}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 2]}), ({'CONV': [64, 3]}, {'CONV': [256, 3]}), ({'CONV': [64, 3]}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 2]}), ({'CONV': [128, 3]}, {'CONV': [256, 3]}), ({'CONV': [128, 3]}, {'CONV': [256, 5]}, {'POOLMAX': [-1, 2]}), {'GLOBAL_AVG': None}, {'LAST_DENSE': [100, 'softmax']}]",HHSE,NSGA2,GA,,,,0.724708814,,,,1111309312,3193380,,,,,,"[14, 20, 4, 38, 22, 22, 38, 39]",0.759700491,-0.132867886,0.125,0.25,0,0,0.733333333,,,,,0,0,BEST,FALSE,FALSE,,,,,,,1,1,,44.9,NONE,TPC_MSWAP
BJGZEA[M],95199,30,30,15,1,TRUE,TRUE,"[14, 20, 4, 22, 46, 6, 22, 23]",[],"[{'INP': 32}, {'CONV': [64, 3]}, ({'CONV': [32, 5]}, {'CONV': [256, 3]}), ({'CONV': [64, 3]}, {'CONV': [128, 3]}, {'POOLMAX': [-1, 2]}), ({'CONV': [32, 3]}, {'CONV': [128, 3]}), ({'CONV': [64, 3]}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 2]}), ({'CONV': [128, 5]}, {'CONV': [256, 3]}), ({'CONV': [32, 3]}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 2]}), ({'CONV': [64, 3]}, {'CONV': [256, 3]}), ({'CONV': [64, 3]}, {'CONV': [256, 5]}, {'POOLMAX': [-1, 2]}), {'GLOBAL_AVG': None}, {'LAST_DENSE': [100, 'softmax']}]",HHSE,NSGA2,GA,,,,0.722780014,,,,1056701440,2791332,,,,,,"[14, 20, 4, 22, 46, 6, 22, 23]",0.847282816,-0.045604188,0.125,0.5,0,0,0.5,,,,,0,0,BEST,FALSE,FALSE,,,,,,,1,1,,44.9,NONE,TPC_MSWAP
BGWXRA,60046,31,30,20,1,TRUE,FALSE,"[14, 20, 4, 34, 22, 6, 38, 39]",[],"[{'INP': 32}, {'CONV': [64, 3]}, ({'CONV': [32, 5]}, {'CONV': [256, 3]}), ({'CONV': [64, 3]}, {'CONV': [128, 3]}, {'POOLMAX': [-1, 2]}), ({'CONV': [32, 3]}, {'CONV': [128, 3]}), ({'CONV': [128, 3]}, {'CONV': [64, 3]}, {'POOLMAX': [-1, 2]}), ({'CONV': [64, 3]}, {'CONV': [256, 3]}), ({'CONV': [32, 3]}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 2]}), ({'CONV': [128, 3]}, {'CONV': [256, 3]}), ({'CONV': [128, 3]}, {'CONV': [256, 5]}, {'POOLMAX': [-1, 2]}), {'GLOBAL_AVG': None}, {'LAST_DENSE': [100, 'softmax']}]",HHSE,NSGA2,GA,,,,0.725763336,,,,964580352,2713252,,,,,,,0.867522186,-0.045030864,0.125,0.375,0,0,0.666666667,,,,,0,0,BEST,FALSE,FALSE,,,,,,,1,1,,45.2,NONE,UC_MSWAP
BPOARU[M],89962,32,30,22,1,TRUE,TRUE,"[14, 6, 4, 22, 22, 6, 38, 23]",[],"[{'INP': 32}, {'CONV': [64, 3]}, ({'CONV': [32, 5]}, {'CONV': [256, 3]}), ({'CONV': [32, 3]}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 2]}), ({'CONV': [32, 3]}, {'CONV': [128, 3]}), ({'CONV': [64, 3]}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 2]}), ({'CONV': [64, 3]}, {'CONV': [256, 3]}), ({'CONV': [32, 3]}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 2]}), ({'CONV': [128, 3]}, {'CONV': [256, 3]}), ({'CONV': [64, 3]}, {'CONV': [256, 5]}, {'POOLMAX': [-1, 2]}), {'GLOBAL_AVG': None}, {'LAST_DENSE': [100, 'softmax']}]",HHSE,NSGA2,GA,,,,0.723146846,,,,830160896,2230564,,,,,,"[14, 6, 4, 22, 22, 6, 38, 23]",0.875194887,-0.024567123,0.125,0.125,0,0,0.733333333,,,,,0,0,BEST,FALSE,FALSE,,,,,,,1,1,,45.5,NONE,TPC_MPAR
BQLFTI[M],47281,33,30,21,1,TRUE,TRUE,"[0, 20, 4, 38, 22, 38, 38, 39]",[],"[{'INP': 32}, {'CONV': [64, 3]}, ({'CONV': [32, 3]}, {'CONV': [32, 3]}), ({'CONV': [64, 3]}, {'CONV': [128, 3]}, {'POOLMAX': [-1, 2]}), ({'CONV': [32, 3]}, {'CONV': [128, 3]}), ({'CONV': [128, 3]}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 2]}), ({'CONV': [64, 3]}, {'CONV': [256, 3]}), ({'CONV': [128, 3]}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 2]}), ({'CONV': [128, 3]}, {'CONV': [256, 3]}), ({'CONV': [128, 3]}, {'CONV': [256, 5]}, {'POOLMAX': [-1, 2]}), {'GLOBAL_AVG': None}, {'LAST_DENSE': [100, 'softmax']}]",HHSE,NSGA2,GA,,,,0.723728499,,,,684461056,3261348,,,,,,"[0, 20, 4, 38, 22, 38, 38, 39]",0.866207394,-0.024727205,0.25,0.375,0,0,0.7,,,,,0,0,BEST,FALSE,FALSE,,,,,,,1,1,,46.2,NONE,TPC_MSWAP
BXHRKK,85127,34,30,19,1,TRUE,FALSE,"[14, 20, 4, 22, 22, 6, 38, 23]",[],"[{'INP': 32}, {'CONV': [64, 3]}, ({'CONV': [32, 5]}, {'CONV': [256, 3]}), ({'CONV': [64, 3]}, {'CONV': [128, 3]}, {'POOLMAX': [-1, 2]}), ({'CONV': [32, 3]}, {'CONV': [128, 3]}), ({'CONV': [64, 3]}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 2]}), ({'CONV': [64, 3]}, {'CONV': [256, 3]}), ({'CONV': [32, 3]}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 2]}), ({'CONV': [128, 3]}, {'CONV': [256, 3]}), ({'CONV': [64, 3]}, {'CONV': [256, 5]}, {'POOLMAX': [-1, 2]}), {'GLOBAL_AVG': None}, {'LAST_DENSE': [100, 'softmax']}]",HHSE,NSGA2,GA,,,,0.7255858,,,,961265664,2267044,,,,,,,0.888876162,-0.036603164,0.125,0.5,0,0,0.633333333,,,,,0,0,BEST,FALSE,FALSE,,,,,,,1,1,,46.1,NONE,SPC_MSWAP
BAONXY[M],26355,35,30,10,1,TRUE,TRUE,"[14, 6, 4, 22, 22, 6, 38, 23]",[],"[{'INP': 32}, {'CONV': [64, 3]}, ({'CONV': [32, 5]}, {'CONV': [256, 3]}), ({'CONV': [32, 3]}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 2]}), ({'CONV': [32, 3]}, {'CONV': [128, 3]}), ({'CONV': [64, 3]}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 2]}), ({'CONV': [64, 3]}, {'CONV': [256, 3]}), ({'CONV': [32, 3]}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 2]}), ({'CONV': [128, 3]}, {'CONV': [256, 3]}), ({'CONV': [64, 3]}, {'CONV': [256, 5]}, {'POOLMAX': [-1, 2]}), {'GLOBAL_AVG': None}, {'LAST_DENSE': [100, 'softmax']}]",HHSE,NSGA2,GA,,,,0.723146846,,,,830160896,2230564,,,,,,"[14, 6, 4, 22, 22, 6, 38, 23]",0.849642267,-0.047072907,0.375,0.125,0,0,0.333333333,,,,,0,0,BEST,FALSE,FALSE,,,,,,,1,1,,46.3,NONE,SPC_MSWAP
BCZIYW,78823,36,30,20,1,TRUE,FALSE,"[14, 4, 4, 34, 46, 6, 6, 6]",[],"[{'INP': 32}, {'CONV': [64, 3]}, ({'CONV': [32, 5]}, {'CONV': [256, 3]}), ({'CONV': [32, 3]}, {'CONV': [128, 3]}, {'POOLMAX': [-1, 2]}), ({'CONV': [32, 3]}, {'CONV': [128, 3]}), ({'CONV': [128, 3]}, {'CONV': [64, 3]}, {'POOLMAX': [-1, 2]}), ({'CONV': [128, 5]}, {'CONV': [256, 3]}), ({'CONV': [32, 3]}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 2]}), ({'CONV': [32, 3]}, {'CONV': [256, 3]}), ({'CONV': [32, 3]}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 2]}), {'GLOBAL_AVG': None}, {'LAST_DENSE': [100, 'softmax']}]",HHSE,NSGA2,GA,,,,0.717596479,,,,733210624,1508388,,,,,,,0.840365126,-0.071345011,0.125,0.5,0,0,0.666666667,,,,,0,0,BEST,FALSE,FALSE,,,,,,,1,1,,46.4,NONE,UC_MSWAP
BSJXOC[M],33916,37,30,27,1,TRUE,TRUE,"[20, 20, 4, 38, 46, 7, 22, 22]",[],"[{'INP': 32}, {'CONV': [64, 3]}, ({'CONV': [64, 3]}, {'CONV': [128, 3]}), ({'CONV': [64, 3]}, {'CONV': [128, 3]}, {'POOLMAX': [-1, 2]}), ({'CONV': [32, 3]}, {'CONV': [128, 3]}), ({'CONV': [128, 3]}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 2]}), ({'CONV': [128, 5]}, {'CONV': [256, 3]}), ({'CONV': [32, 3]}, {'CONV': [256, 5]}, {'POOLMAX': [-1, 2]}), ({'CONV': [64, 3]}, {'CONV': [256, 3]}), ({'CONV': [64, 3]}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 2]}), {'GLOBAL_AVG': None}, {'LAST_DENSE': [100, 'softmax']}]",HHSE,NSGA2,GA,,,,0.721339246,,,,997571584,2793252,,,,,,"[20, 20, 4, 38, 46, 7, 22, 22]",0.832342777,-0.083481892,0.25,0.125,0,0,0.9,,,,,0,0,BEST,FALSE,FALSE,,,,,,,1,1,,47.5,NONE,UC_MSWAP
BEQQFR[M],41047,38,30,12,1,TRUE,TRUE,"[14, 20, 4, 22, 22, 6, 38, 23]",[],"[{'INP': 32}, {'CONV': [64, 3]}, ({'CONV': [32, 5]}, {'CONV': [256, 3]}), ({'CONV': [64, 3]}, {'CONV': [128, 3]}, {'POOLMAX': [-1, 2]}), ({'CONV': [32, 3]}, {'CONV': [128, 3]}), ({'CONV': [64, 3]}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 2]}), ({'CONV': [64, 3]}, {'CONV': [256, 3]}), ({'CONV': [32, 3]}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 2]}), ({'CONV': [128, 3]}, {'CONV': [256, 3]}), ({'CONV': [64, 3]}, {'CONV': [256, 5]}, {'POOLMAX': [-1, 2]}), {'GLOBAL_AVG': None}, {'LAST_DENSE': [100, 'softmax']}]",HHSE,NSGA2,GA,,,,0.7255858,,,,961265664,2267044,,,,,,"[14, 20, 4, 22, 22, 6, 38, 23]",0.856690484,-0.067306865,0.125,0.75,0,0,0.4,,,,,0,0,BEST,FALSE,FALSE,,,,,,,1,1,,47.6,NONE,SPC_MSWAP
BQBQH[M],87274,39,30,25,1,TRUE,TRUE,"[14, 20, 27, 34, 46, 6, 55, 6]",[],"[{'INP': 32}, {'CONV': [64, 3]}, ({'CONV': [32, 5]}, {'CONV': [256, 3]}), ({'CONV': [64, 3]}, {'CONV': [128, 3]}, {'POOLMAX': [-1, 2]}), ({'CONV': [64, 5]}, {'CONV': [64, 5]}), ({'CONV': [128, 3]}, {'CONV': [64, 3]}, {'POOLMAX': [-1, 2]}), ({'CONV': [128, 5]}, {'CONV': [256, 3]}), ({'CONV': [32, 3]}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 2]}), ({'CONV': [256, 3]}, {'CONV': [256, 5]}), ({'CONV': [32, 3]}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 2]}), {'GLOBAL_AVG': None}, {'LAST_DENSE': [100, 'softmax']}]",HHSE,NSGA2,GA,,,,0.721185525,,,,1108217344,3860388,,,,,,"[14, 20, 27, 34, 46, 6, 55, 6]",0.842238562,-0.089427276,0.125,0.25,0,0,0.833333333,,,,,0,0,BEST,FALSE,FALSE,,,,,,,1,1,,47.6,NONE,TPC_MSWAP
BKBJGD[M],5034,40,30,8,1,TRUE,TRUE,"[14, 5, 4, 34, 47, 6, 63, 6]",[],"[{'INP': 32}, {'CONV': [64, 3]}, ({'CONV': [32, 5]}, {'CONV': [256, 3]}), ({'CONV': [32, 3]}, {'CONV': [128, 5]}, {'POOLMAX': [-1, 2]}), ({'CONV': [32, 3]}, {'CONV': [128, 3]}), ({'CONV': [128, 3]}, {'CONV': [64, 3]}, {'POOLMAX': [-1, 2]}), ({'CONV': [128, 5]}, {'CONV': [256, 5]}), ({'CONV': [32, 3]}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 2]}), ({'CONV': [256, 5]}, {'CONV': [256, 5]}), ({'CONV': [32, 3]}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 2]}), {'GLOBAL_AVG': None}, {'LAST_DENSE': [100, 'softmax']}]",HHSE,NSGA2,GA,,,,0.725553695,,,,1034694144,5228452,,,,,,"[14, 5, 4, 34, 47, 6, 63, 6]",0.790124406,-0.16807202,0.625,0.125,0,0,0.266666667,,,,,0,0,BEST,FALSE,FALSE,,,,,,,1,1,,48,NONE,SPC_MSWAP
BHQQIA[M],92456,41,30,29,1,TRUE,TRUE,"[14, 36, 4, 22, 22, 6, 38, 23]",[],"[{'INP': 32}, {'CONV': [64, 3]}, ({'CONV': [32, 5]}, {'CONV': [256, 3]}), ({'CONV': [128, 3]}, {'CONV': [128, 3]}, {'POOLMAX': [-1, 2]}), ({'CONV': [32, 3]}, {'CONV': [128, 3]}), ({'CONV': [64, 3]}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 2]}), ({'CONV': [64, 3]}, {'CONV': [256, 3]}), ({'CONV': [32, 3]}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 2]}), ({'CONV': [128, 3]}, {'CONV': [256, 3]}), ({'CONV': [64, 3]}, {'CONV': [256, 5]}, {'POOLMAX': [-1, 2]}), {'GLOBAL_AVG': None}, {'LAST_DENSE': [100, 'softmax']}]",HHSE,NSGA2,GA,,,,0.723450884,,,,1414578176,2488484,,,,,,"[14, 36, 4, 22, 22, 6, 38, 23]",0.872130714,-0.030650377,0.125,0.125,0,0,0.966666667,,,,,0,0,BEST,FALSE,FALSE,,,,,,,1,1,,48.5,NONE,SPC_MSWAP
BYKQHK,49177,42,30,24,1,TRUE,FALSE,"[14, 20, 4, 22, 22, 6, 22, 23]",[],"[{'INP': 32}, {'CONV': [64, 3]}, ({'CONV': [32, 5]}, {'CONV': [256, 3]}), ({'CONV': [64, 3]}, {'CONV': [128, 3]}, {'POOLMAX': [-1, 2]}), ({'CONV': [32, 3]}, {'CONV': [128, 3]}), ({'CONV': [64, 3]}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 2]}), ({'CONV': [64, 3]}, {'CONV': [256, 3]}), ({'CONV': [32, 3]}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 2]}), ({'CONV': [64, 3]}, {'CONV': [256, 3]}), ({'CONV': [64, 3]}, {'CONV': [256, 5]}, {'POOLMAX': [-1, 2]}), {'GLOBAL_AVG': None}, {'LAST_DENSE': [100, 'softmax']}]",HHSE,NSGA2,GA,,,,0.720697396,,,,951823360,1971876,,,,,,,0.805737691,-0.055316582,0.125,0.25,0,0,0.8,,,,,0,0,BEST,FALSE,FALSE,,,,,,,1,1,,48.5,NONE,SPC_MSWAP
BEMLCH,63349,43,30,11,1,TRUE,FALSE,"[20, 20, 4, 38, 22, 12, 38, 39]",[],"[{'INP': 32}, {'CONV': [64, 3]}, ({'CONV': [64, 3]}, {'CONV': [128, 3]}), ({'CONV': [64, 3]}, {'CONV': [128, 3]}, {'POOLMAX': [-1, 2]}), ({'CONV': [32, 3]}, {'CONV': [128, 3]}), ({'CONV': [128, 3]}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 2]}), ({'CONV': [64, 3]}, {'CONV': [256, 3]}), ({'CONV': [32, 5]}, {'CONV': [128, 3]}, {'POOLMAX': [-1, 2]}), ({'CONV': [128, 3]}, {'CONV': [256, 3]}), ({'CONV': [128, 3]}, {'CONV': [256, 5]}, {'POOLMAX': [-1, 2]}), {'GLOBAL_AVG': None}, {'LAST_DENSE': [100, 'softmax']}]",HHSE,NSGA2,GA,,,,0.724683995,,,,918844416,2903588,,,,,,,0.845313326,-0.066550725,0.375,0.625,0,0,0.366666667,,,,,0,0,BEST,FALSE,FALSE,,,,,,,1,1,,48.8,NONE,UC_MSWAP
BQNVYP[M],61765,44,30,23,1,TRUE,TRUE,"[14, 6, 4, 34, 46, 6, 55, 6]",[],"[{'INP': 32}, {'CONV': [64, 3]}, ({'CONV': [32, 5]}, {'CONV': [256, 3]}), ({'CONV': [32, 3]}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 2]}), ({'CONV': [32, 3]}, {'CONV': [128, 3]}), ({'CONV': [128, 3]}, {'CONV': [64, 3]}, {'POOLMAX': [-1, 2]}), ({'CONV': [128, 5]}, {'CONV': [256, 3]}), ({'CONV': [32, 3]}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 2]}), ({'CONV': [256, 3]}, {'CONV': [256, 5]}), ({'CONV': [32, 3]}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 2]}), {'GLOBAL_AVG': None}, {'LAST_DENSE': [100, 'softmax']}]",HHSE,NSGA2,GA,,,,0.721037569,,,,895364608,3664292,,,,,,"[14, 6, 4, 34, 46, 6, 55, 6]",0.857433169,-0.096290479,0.125,0.125,0,0,0.766666667,,,,,0,0,BEST,FALSE,FALSE,,,,,,,1,1,,49.6,NONE,SPC_MSWAP
