Genetic_operators,Times_Used,Pareto_Appearances
SPC_MPAR,90,90
SPC_MSWAP,5,91
SPC_NONE,2,93
TPC_MPAR,2,87
TPC_MSWAP,0,88
TPC_NONE,1,92
UC_MPAR,0,85
UC_MSWAP,0,86
UC_NONE,0,86
NONE_MPAR,0,85
NONE_MSWAP,0,88
NONE_NONE,0,86
