Operator,Count
TPC_MNUF,13
TPC_NONE,11
TPC_MPOLY,19
SPC_NONE,9
SPC_MPOLY,20
UC_NONE,3
SPC_MNUF,15
UC_MPOLY,4
UC_MNUF,6
