Operator,Count
TPC_MNUF,14
SPC_NONE,17
UC_NONE,3
TPC_NONE,14
SPC_MPOLY,20
SPC_MNUF,15
UC_MPOLY,4
TPC_MPOLY,9
UC_MNUF,4
