Operator,Count
TPC_MNUF,11
SPC_MPOLY,13
SPC_NONE,10
TPC_NONE,9
UC_MPOLY,5
SPC_MNUF,9
UC_NONE,4
UC_MNUF,7
TPC_MPOLY,11
SBX_NONE,7
SBX_MPOLY,7
SBX_MNUF,7
