Operator,Count
SPC_MNUF,21
SPC_MPOLY,20
TPC_NONE,6
UC_NONE,9
TPC_MPOLY,11
TPC_MNUF,6
UC_MPOLY,3
SPC_NONE,14
SBX_NONE,3
SBX_MNUF,2
UC_MNUF,3
SBX_MPOLY,2
