Operator,Count
SPC_MPOLY,644
SPC_MNUF,413
SPC_NONE,315
TPC_MPOLY,233
TPC_MNUF,227
TPC_NONE,199
SBX_MPOLY,196
SBX_MNUF,165
UC_MPOLY,137
SBX_NONE,129
UC_MNUF,128
UC_NONE,114
