Execution,Accuracy,Loss,FLOPs,CPU_Sec,Num_Params
1,0.521099985,1.375145793,176699022.0,28.59171844,8214890.0
2,0.485399991,1.565803647,150822174.0,28.11262727,8786474.0
3,0.555800021,1.295940399,179328862.0,28.54608798,8769226.0
Mean,0.5207666656666666,1.4122966129999999,168950019.33333334,28.416811229999997,8590196.666666666
Std,0.02874165829516114,0.11325982142925968,12863205.845312988,0.21589572461555592,265475.28938281414
